Variable,Region,Sector,Qualifier,Year,Value
"sam","Oceania","a_agricultur","c_Crops",1,3.5776434E+4
"sam","Oceania","a_agricultur","c_Crops",2,3.5776441E+4
"sam","Oceania","a_agricultur","c_Crops",3,5.3664661E+4
"sam","Oceania","a_agricultur","c_MeatLstk",1,6.1047359E+4
"sam","Oceania","a_agricultur","c_MeatLstk",2,6.1047433E+4
"sam","Oceania","a_agricultur","c_MeatLstk",3,9.1571149E+4
"sam","Oceania","a_Extraction","c_Extraction",1,2.1841236E+5
"sam","Oceania","a_Extraction","c_Extraction",2,2.1841242E+5
"sam","Oceania","a_Extraction","c_Extraction",3,3.2761863E+5
"sam","Oceania","a_ProcFood","c_ProcFood",1,9.8884867E+4
"sam","Oceania","a_ProcFood","c_ProcFood",2,9.8884880E+4
"sam","Oceania","a_ProcFood","c_ProcFood",3,1.4832732E+5
"sam","Oceania","a_TextWapp","c_TextWapp",1,1.1212628E+4
"sam","Oceania","a_TextWapp","c_TextWapp",2,1.1212628E+4
"sam","Oceania","a_TextWapp","c_TextWapp",3,1.6818942E+4
"sam","Oceania","a_LightMnfc","c_LightMnfc",1,1.4319077E+5
"sam","Oceania","a_LightMnfc","c_LightMnfc",2,1.4319077E+5
"sam","Oceania","a_LightMnfc","c_LightMnfc",3,2.1478615E+5
"sam","Oceania","a_HeavyMnfc","c_HeavyMnfc",1,2.3699352E+5
"sam","Oceania","a_HeavyMnfc","c_HeavyMnfc",2,2.3699350E+5
"sam","Oceania","a_HeavyMnfc","c_HeavyMnfc",3,3.5549025E+5
"sam","Oceania","a_Util_Cons","c_Util_Cons",1,4.1287697E+5
"sam","Oceania","a_Util_Cons","c_Util_Cons",2,4.1287698E+5
"sam","Oceania","a_Util_Cons","c_Util_Cons",3,6.1931548E+5
"sam","Oceania","a_TransComm","c_TransComm",1,5.7101406E+5
"sam","Oceania","a_TransComm","c_TransComm",2,5.7101413E+5
"sam","Oceania","a_TransComm","c_TransComm",3,8.5652120E+5
"sam","Oceania","a_OthService","c_OthService",1,1.2091366E+6
"sam","Oceania","a_OthService","c_OthService",2,1.2091368E+6
"sam","Oceania","a_OthService","c_OthService",3,1.8137052E+6
"sam","Oceania","c_Crops","a_agricultur",1,4.1589375E+3
"sam","Oceania","c_Crops","a_agricultur",2,4.1589405E+3
"sam","Oceania","c_Crops","a_agricultur",3,6.2384108E+3
"sam","Oceania","c_Crops","a_Extraction",1,2.3529234E+2
"sam","Oceania","c_Crops","a_Extraction",2,2.3529240E+2
"sam","Oceania","c_Crops","a_Extraction",3,3.5293859E+2
"sam","Oceania","c_Crops","a_ProcFood",1,6.4898240E+3
"sam","Oceania","c_Crops","a_ProcFood",2,6.4898256E+3
"sam","Oceania","c_Crops","a_ProcFood",3,9.7347384E+3
"sam","Oceania","c_Crops","a_TextWapp",1,20.973545074
"sam","Oceania","c_Crops","a_TextWapp",2,20.973548507
"sam","Oceania","c_Crops","a_TextWapp",3,31.460322761
"sam","Oceania","c_Crops","a_LightMnfc",1,57.710713387
"sam","Oceania","c_Crops","a_LightMnfc",2,57.710721090
"sam","Oceania","c_Crops","a_LightMnfc",3,86.566081634
"sam","Oceania","c_Crops","a_HeavyMnfc",1,1.9272830E+2
"sam","Oceania","c_Crops","a_HeavyMnfc",2,1.9272831E+2
"sam","Oceania","c_Crops","a_HeavyMnfc",3,2.8909247E+2
"sam","Oceania","c_Crops","a_Util_Cons",1,9.5268514E+2
"sam","Oceania","c_Crops","a_Util_Cons",2,9.5268519E+2
"sam","Oceania","c_Crops","a_Util_Cons",3,1.4290278E+3
"sam","Oceania","c_Crops","a_TransComm",1,2.4565572E+3
"sam","Oceania","c_Crops","a_TransComm",2,2.4565578E+3
"sam","Oceania","c_Crops","a_TransComm",3,3.6848367E+3
"sam","Oceania","c_Crops","a_OthService",1,2.0585453E+3
"sam","Oceania","c_Crops","a_OthService",2,2.0585456E+3
"sam","Oceania","c_Crops","a_OthService",3,3.0878184E+3
"sam","Oceania","c_Crops","Oceania",1,8.5768799E+2
"sam","Oceania","c_Crops","Oceania",2,8.5768822E+2
"sam","Oceania","c_Crops","Oceania",3,1.2865323E+3
"sam","Oceania","c_Crops","EastAsia",1,5.4905469E+3
"sam","Oceania","c_Crops","EastAsia",2,5.4905467E+3
"sam","Oceania","c_Crops","EastAsia",3,8.2358201E+3
"sam","Oceania","c_Crops","SEAsia",1,4.0035771E+3
"sam","Oceania","c_Crops","SEAsia",2,4.0035753E+3
"sam","Oceania","c_Crops","SEAsia",3,6.0053629E+3
"sam","Oceania","c_Crops","SouthAsia",1,9.5781335E+2
"sam","Oceania","c_Crops","SouthAsia",2,9.5781269E+2
"sam","Oceania","c_Crops","SouthAsia",3,1.4367190E+3
"sam","Oceania","c_Crops","NAmerica",1,3.3518832E+2
"sam","Oceania","c_Crops","NAmerica",2,3.3518786E+2
"sam","Oceania","c_Crops","NAmerica",3,5.0278180E+2
"sam","Oceania","c_Crops","LatinAmer",1,47.523391724
"sam","Oceania","c_Crops","LatinAmer",2,47.523357298
"sam","Oceania","c_Crops","LatinAmer",3,71.285035950
"sam","Oceania","c_Crops","EU_28",1,1.4284240E+3
"sam","Oceania","c_Crops","EU_28",2,1.4284230E+3
"sam","Oceania","c_Crops","EU_28",3,2.1426345E+3
"sam","Oceania","c_Crops","MENA",1,2.2630457E+3
"sam","Oceania","c_Crops","MENA",2,2.2630469E+3
"sam","Oceania","c_Crops","MENA",3,3.3945703E+3
"sam","Oceania","c_Crops","SSA",1,4.3461719E+2
"sam","Oceania","c_Crops","SSA",2,4.3461542E+2
"sam","Oceania","c_Crops","SSA",3,6.5192313E+2
"sam","Oceania","c_Crops","RestofWorld",1,51.013423920
"sam","Oceania","c_Crops","RestofWorld",2,51.013392629
"sam","Oceania","c_Crops","RestofWorld",3,76.520088949
"sam","Oceania","c_Crops","hhd",1,5.8266995E+3
"sam","Oceania","c_Crops","hhd",2,5.8267006E+3
"sam","Oceania","c_Crops","hhd",3,8.7400509E+3
"sam","Oceania","c_Crops","gov",1,41.616326332
"sam","Oceania","c_Crops","gov",2,41.616325547
"sam","Oceania","c_Crops","gov",3,62.424488320
"sam","Oceania","c_Crops","inv",1,5.5238221E+2
"sam","Oceania","c_Crops","inv",2,5.5238225E+2
"sam","Oceania","c_Crops","inv",3,8.2857338E+2
"sam","Oceania","c_MeatLstk","a_agricultur",1,1.4481798E+4
"sam","Oceania","c_MeatLstk","a_agricultur",2,1.4481810E+4
"sam","Oceania","c_MeatLstk","a_agricultur",3,2.1722716E+4
"sam","Oceania","c_MeatLstk","a_Extraction",1,42.736147404
"sam","Oceania","c_MeatLstk","a_Extraction",2,42.736165070
"sam","Oceania","c_MeatLstk","a_Extraction",3,64.104247599
"sam","Oceania","c_MeatLstk","a_ProcFood",1,1.2461261E+4
"sam","Oceania","c_MeatLstk","a_ProcFood",2,1.2461266E+4
"sam","Oceania","c_MeatLstk","a_ProcFood",3,1.8691899E+4
"sam","Oceania","c_MeatLstk","a_TextWapp",1,4.4553903E+2
"sam","Oceania","c_MeatLstk","a_TextWapp",2,4.4553917E+2
"sam","Oceania","c_MeatLstk","a_TextWapp",3,6.6830875E+2
"sam","Oceania","c_MeatLstk","a_LightMnfc",1,2.6080495E+2
"sam","Oceania","c_MeatLstk","a_LightMnfc",2,2.6080503E+2
"sam","Oceania","c_MeatLstk","a_LightMnfc",3,3.9120755E+2
"sam","Oceania","c_MeatLstk","a_HeavyMnfc",1,1.2244748E+3
"sam","Oceania","c_MeatLstk","a_HeavyMnfc",2,1.2244751E+3
"sam","Oceania","c_MeatLstk","a_HeavyMnfc",3,1.8367126E+3
"sam","Oceania","c_MeatLstk","a_Util_Cons",1,1.4008207E+2
"sam","Oceania","c_MeatLstk","a_Util_Cons",2,1.4008210E+2
"sam","Oceania","c_MeatLstk","a_Util_Cons",3,2.1012315E+2
"sam","Oceania","c_MeatLstk","a_TransComm",1,5.0642420E+3
"sam","Oceania","c_MeatLstk","a_TransComm",2,5.0642440E+3
"sam","Oceania","c_MeatLstk","a_TransComm",3,7.5963660E+3
"sam","Oceania","c_MeatLstk","a_OthService",1,1.8378005E+3
"sam","Oceania","c_MeatLstk","a_OthService",2,1.8378011E+3
"sam","Oceania","c_MeatLstk","a_OthService",3,2.7567016E+3
"sam","Oceania","c_MeatLstk","Oceania",1,6.0735345E+2
"sam","Oceania","c_MeatLstk","Oceania",2,6.0735048E+2
"sam","Oceania","c_MeatLstk","Oceania",3,9.1102572E+2
"sam","Oceania","c_MeatLstk","EastAsia",1,8.4153584E+3
"sam","Oceania","c_MeatLstk","EastAsia",2,8.4153451E+3
"sam","Oceania","c_MeatLstk","EastAsia",3,1.2623018E+4
"sam","Oceania","c_MeatLstk","SEAsia",1,1.5222318E+3
"sam","Oceania","c_MeatLstk","SEAsia",2,1.5222087E+3
"sam","Oceania","c_MeatLstk","SEAsia",3,2.2833130E+3
"sam","Oceania","c_MeatLstk","SouthAsia",1,3.0969937E+2
"sam","Oceania","c_MeatLstk","SouthAsia",2,3.0969969E+2
"sam","Oceania","c_MeatLstk","SouthAsia",3,4.6454954E+2
"sam","Oceania","c_MeatLstk","NAmerica",1,2.8447446E+3
"sam","Oceania","c_MeatLstk","NAmerica",2,2.8448413E+3
"sam","Oceania","c_MeatLstk","NAmerica",3,4.2672618E+3
"sam","Oceania","c_MeatLstk","LatinAmer",1,2.0010869E+2
"sam","Oceania","c_MeatLstk","LatinAmer",2,2.0011028E+2
"sam","Oceania","c_MeatLstk","LatinAmer",3,3.0016542E+2
"sam","Oceania","c_MeatLstk","EU_28",1,2.4488433E+3
"sam","Oceania","c_MeatLstk","EU_28",2,2.4488382E+3
"sam","Oceania","c_MeatLstk","EU_28",3,3.6732573E+3
"sam","Oceania","c_MeatLstk","MENA",1,1.2494580E+3
"sam","Oceania","c_MeatLstk","MENA",2,1.2494582E+3
"sam","Oceania","c_MeatLstk","MENA",3,1.8741873E+3
"sam","Oceania","c_MeatLstk","SSA",1,1.5904332E+2
"sam","Oceania","c_MeatLstk","SSA",2,1.5904274E+2
"sam","Oceania","c_MeatLstk","SSA",3,2.3856411E+2
"sam","Oceania","c_MeatLstk","RestofWorld",1,6.6859253E+2
"sam","Oceania","c_MeatLstk","RestofWorld",2,6.6859117E+2
"sam","Oceania","c_MeatLstk","RestofWorld",3,1.0028868E+3
"sam","Oceania","c_MeatLstk","hhd",1,7.9990741E+3
"sam","Oceania","c_MeatLstk","hhd",2,7.9990757E+3
"sam","Oceania","c_MeatLstk","hhd",3,1.1998614E+4
"sam","Oceania","c_MeatLstk","gov",1,25.399422288
"sam","Oceania","c_MeatLstk","gov",2,25.399421742
"sam","Oceania","c_MeatLstk","gov",3,38.099132613
"sam","Oceania","c_MeatLstk","inv",1,5.5382216E+2
"sam","Oceania","c_MeatLstk","inv",2,5.5382229E+2
"sam","Oceania","c_MeatLstk","inv",3,8.3073343E+2
"sam","Oceania","c_Extraction","a_agricultur",1,6.7224552E+2
"sam","Oceania","c_Extraction","a_agricultur",2,6.7224602E+2
"sam","Oceania","c_Extraction","a_agricultur",3,1.0083690E+3
"sam","Oceania","c_Extraction","a_Extraction",1,1.7550781E+4
"sam","Oceania","c_Extraction","a_Extraction",2,1.7550786E+4
"sam","Oceania","c_Extraction","a_Extraction",3,2.6326178E+4
"sam","Oceania","c_Extraction","a_ProcFood",1,1.9219371E+3
"sam","Oceania","c_Extraction","a_ProcFood",2,1.9219376E+3
"sam","Oceania","c_Extraction","a_ProcFood",3,2.8829065E+3
"sam","Oceania","c_Extraction","a_TextWapp",1,34.017759681
"sam","Oceania","c_Extraction","a_TextWapp",2,34.017765575
"sam","Oceania","c_Extraction","a_TextWapp",3,51.026648363
"sam","Oceania","c_Extraction","a_LightMnfc",1,2.9942618E+3
"sam","Oceania","c_Extraction","a_LightMnfc",2,2.9942623E+3
"sam","Oceania","c_Extraction","a_LightMnfc",3,4.4913935E+3
"sam","Oceania","c_Extraction","a_HeavyMnfc",1,5.5172717E+4
"sam","Oceania","c_Extraction","a_HeavyMnfc",2,5.5172717E+4
"sam","Oceania","c_Extraction","a_HeavyMnfc",3,8.2759075E+4
"sam","Oceania","c_Extraction","a_Util_Cons",1,1.1898716E+4
"sam","Oceania","c_Extraction","a_Util_Cons",2,1.1898717E+4
"sam","Oceania","c_Extraction","a_Util_Cons",3,1.7848076E+4
"sam","Oceania","c_Extraction","a_TransComm",1,1.5952055E+3
"sam","Oceania","c_Extraction","a_TransComm",2,1.5952059E+3
"sam","Oceania","c_Extraction","a_TransComm",3,2.3928088E+3
"sam","Oceania","c_Extraction","a_OthService",1,1.2949784E+3
"sam","Oceania","c_Extraction","a_OthService",2,1.2949786E+3
"sam","Oceania","c_Extraction","a_OthService",3,1.9424679E+3
"sam","Oceania","c_Extraction","Oceania",1,1.1954937E+3
"sam","Oceania","c_Extraction","Oceania",2,1.1954926E+3
"sam","Oceania","c_Extraction","Oceania",3,1.7932389E+3
"sam","Oceania","c_Extraction","EastAsia",1,1.1566644E+5
"sam","Oceania","c_Extraction","EastAsia",2,1.1566643E+5
"sam","Oceania","c_Extraction","EastAsia",3,1.7349965E+5
"sam","Oceania","c_Extraction","SEAsia",1,3.8675703E+3
"sam","Oceania","c_Extraction","SEAsia",2,3.8675646E+3
"sam","Oceania","c_Extraction","SEAsia",3,5.8013468E+3
"sam","Oceania","c_Extraction","SouthAsia",1,1.1691521E+4
"sam","Oceania","c_Extraction","SouthAsia",2,1.1691544E+4
"sam","Oceania","c_Extraction","SouthAsia",3,1.7537317E+4
"sam","Oceania","c_Extraction","NAmerica",1,1.9507908E+3
"sam","Oceania","c_Extraction","NAmerica",2,1.9507900E+3
"sam","Oceania","c_Extraction","NAmerica",3,2.9261851E+3
"sam","Oceania","c_Extraction","LatinAmer",1,1.1031317E+3
"sam","Oceania","c_Extraction","LatinAmer",2,1.1031323E+3
"sam","Oceania","c_Extraction","LatinAmer",3,1.6546984E+3
"sam","Oceania","c_Extraction","EU_28",1,5.1319756E+3
"sam","Oceania","c_Extraction","EU_28",2,5.1319662E+3
"sam","Oceania","c_Extraction","EU_28",3,7.6979493E+3
"sam","Oceania","c_Extraction","MENA",1,8.6023346E+2
"sam","Oceania","c_Extraction","MENA",2,8.6023172E+2
"sam","Oceania","c_Extraction","MENA",3,1.2903476E+3
"sam","Oceania","c_Extraction","SSA",1,3.0175702E+2
"sam","Oceania","c_Extraction","SSA",2,3.0175765E+2
"sam","Oceania","c_Extraction","SSA",3,4.5263648E+2
"sam","Oceania","c_Extraction","RestofWorld",1,1.9953108E+2
"sam","Oceania","c_Extraction","RestofWorld",2,1.9952216E+2
"sam","Oceania","c_Extraction","RestofWorld",3,2.9928324E+2
"sam","Oceania","c_Extraction","hhd",1,1.1694913E+3
"sam","Oceania","c_Extraction","hhd",2,1.1694915E+3
"sam","Oceania","c_Extraction","hhd",3,1.7542372E+3
"sam","Oceania","c_Extraction","gov",1,4.1745403E+2
"sam","Oceania","c_Extraction","gov",2,4.1745402E+2
"sam","Oceania","c_Extraction","gov",3,6.2618103E+2
"sam","Oceania","c_Extraction","inv",1,2.1873675E+3
"sam","Oceania","c_Extraction","inv",2,2.1873677E+3
"sam","Oceania","c_Extraction","inv",3,3.2810516E+3
"sam","Oceania","c_ProcFood","a_agricultur",1,1.7097624E+3
"sam","Oceania","c_ProcFood","a_agricultur",2,1.7097634E+3
"sam","Oceania","c_ProcFood","a_agricultur",3,2.5646450E+3
"sam","Oceania","c_ProcFood","a_Extraction",1,3.5733025E+2
"sam","Oceania","c_ProcFood","a_Extraction",2,3.5733028E+2
"sam","Oceania","c_ProcFood","a_Extraction",3,5.3599542E+2
"sam","Oceania","c_ProcFood","a_ProcFood",1,1.3444578E+4
"sam","Oceania","c_ProcFood","a_ProcFood",2,1.3444579E+4
"sam","Oceania","c_ProcFood","a_ProcFood",3,2.0166869E+4
"sam","Oceania","c_ProcFood","a_TextWapp",1,17.892421007
"sam","Oceania","c_ProcFood","a_TextWapp",2,17.892421149
"sam","Oceania","c_ProcFood","a_TextWapp",3,26.838631723
"sam","Oceania","c_ProcFood","a_LightMnfc",1,2.2821181E+2
"sam","Oceania","c_ProcFood","a_LightMnfc",2,2.2821179E+2
"sam","Oceania","c_ProcFood","a_LightMnfc",3,3.4231768E+2
"sam","Oceania","c_ProcFood","a_HeavyMnfc",1,7.0107373E+2
"sam","Oceania","c_ProcFood","a_HeavyMnfc",2,7.0107361E+2
"sam","Oceania","c_ProcFood","a_HeavyMnfc",3,1.0516104E+3
"sam","Oceania","c_ProcFood","a_Util_Cons",1,1.7888977E+2
"sam","Oceania","c_ProcFood","a_Util_Cons",2,1.7888975E+2
"sam","Oceania","c_ProcFood","a_Util_Cons",3,2.6833463E+2
"sam","Oceania","c_ProcFood","a_TransComm",1,1.4289313E+4
"sam","Oceania","c_ProcFood","a_TransComm",2,1.4289315E+4
"sam","Oceania","c_ProcFood","a_TransComm",3,2.1433972E+4
"sam","Oceania","c_ProcFood","a_OthService",1,5.0951917E+3
"sam","Oceania","c_ProcFood","a_OthService",2,5.0951916E+3
"sam","Oceania","c_ProcFood","a_OthService",3,7.6427875E+3
"sam","Oceania","c_ProcFood","Oceania",1,3.6110342E+3
"sam","Oceania","c_ProcFood","Oceania",2,3.6110356E+3
"sam","Oceania","c_ProcFood","Oceania",3,5.4165534E+3
"sam","Oceania","c_ProcFood","EastAsia",1,6.5027358E+3
"sam","Oceania","c_ProcFood","EastAsia",2,6.5027361E+3
"sam","Oceania","c_ProcFood","EastAsia",3,9.7541041E+3
"sam","Oceania","c_ProcFood","SEAsia",1,4.5506558E+3
"sam","Oceania","c_ProcFood","SEAsia",2,4.5506657E+3
"sam","Oceania","c_ProcFood","SEAsia",3,6.8259986E+3
"sam","Oceania","c_ProcFood","SouthAsia",1,6.7988147E+2
"sam","Oceania","c_ProcFood","SouthAsia",2,6.7988166E+2
"sam","Oceania","c_ProcFood","SouthAsia",3,1.0198225E+3
"sam","Oceania","c_ProcFood","NAmerica",1,2.8615215E+3
"sam","Oceania","c_ProcFood","NAmerica",2,2.8615175E+3
"sam","Oceania","c_ProcFood","NAmerica",3,4.2922763E+3
"sam","Oceania","c_ProcFood","LatinAmer",1,8.0794781E+2
"sam","Oceania","c_ProcFood","LatinAmer",2,8.0794737E+2
"sam","Oceania","c_ProcFood","LatinAmer",3,1.2119211E+3
"sam","Oceania","c_ProcFood","EU_28",1,2.6443684E+3
"sam","Oceania","c_ProcFood","EU_28",2,2.6443686E+3
"sam","Oceania","c_ProcFood","EU_28",3,3.9665528E+3
"sam","Oceania","c_ProcFood","MENA",1,2.3149700E+3
"sam","Oceania","c_ProcFood","MENA",2,2.3149713E+3
"sam","Oceania","c_ProcFood","MENA",3,3.4724569E+3
"sam","Oceania","c_ProcFood","SSA",1,6.6764618E+2
"sam","Oceania","c_ProcFood","SSA",2,6.6764482E+2
"sam","Oceania","c_ProcFood","SSA",3,1.0014672E+3
"sam","Oceania","c_ProcFood","RestofWorld",1,3.7664145E+2
"sam","Oceania","c_ProcFood","RestofWorld",2,3.7664210E+2
"sam","Oceania","c_ProcFood","RestofWorld",3,5.6496316E+2
"sam","Oceania","c_ProcFood","hhd",1,4.8611612E+4
"sam","Oceania","c_ProcFood","hhd",2,4.8611618E+4
"sam","Oceania","c_ProcFood","hhd",3,7.2917426E+4
"sam","Oceania","c_ProcFood","gov",1,5.1343435E+3
"sam","Oceania","c_ProcFood","gov",2,5.1343434E+3
"sam","Oceania","c_ProcFood","gov",3,7.7015151E+3
"sam","Oceania","c_ProcFood","inv",1,0.260128979
"sam","Oceania","c_ProcFood","inv",2,0.260128961
"sam","Oceania","c_ProcFood","inv",3,0.390193442
"sam","Oceania","c_TextWapp","a_agricultur",1,1.2750316E+2
"sam","Oceania","c_TextWapp","a_agricultur",2,1.2750323E+2
"sam","Oceania","c_TextWapp","a_agricultur",3,1.9125485E+2
"sam","Oceania","c_TextWapp","a_Extraction",1,3.0452215E+2
"sam","Oceania","c_TextWapp","a_Extraction",2,3.0452218E+2
"sam","Oceania","c_TextWapp","a_Extraction",3,4.5678327E+2
"sam","Oceania","c_TextWapp","a_ProcFood",1,2.0888803E+2
"sam","Oceania","c_TextWapp","a_ProcFood",2,2.0888805E+2
"sam","Oceania","c_TextWapp","a_ProcFood",3,3.1333207E+2
"sam","Oceania","c_TextWapp","a_TextWapp",1,1.9380497E+3
"sam","Oceania","c_TextWapp","a_TextWapp",2,1.9380497E+3
"sam","Oceania","c_TextWapp","a_TextWapp",3,2.9070746E+3
"sam","Oceania","c_TextWapp","a_LightMnfc",1,7.6225833E+2
"sam","Oceania","c_TextWapp","a_LightMnfc",2,7.6225830E+2
"sam","Oceania","c_TextWapp","a_LightMnfc",3,1.1433875E+3
"sam","Oceania","c_TextWapp","a_HeavyMnfc",1,5.1564233E+2
"sam","Oceania","c_TextWapp","a_HeavyMnfc",2,5.1564226E+2
"sam","Oceania","c_TextWapp","a_HeavyMnfc",3,7.7346339E+2
"sam","Oceania","c_TextWapp","a_Util_Cons",1,6.7370624E+2
"sam","Oceania","c_TextWapp","a_Util_Cons",2,6.7370617E+2
"sam","Oceania","c_TextWapp","a_Util_Cons",3,1.0105593E+3
"sam","Oceania","c_TextWapp","a_TransComm",1,1.7331344E+3
"sam","Oceania","c_TextWapp","a_TransComm",2,1.7331345E+3
"sam","Oceania","c_TextWapp","a_TransComm",3,2.5997018E+3
"sam","Oceania","c_TextWapp","a_OthService",1,2.6441306E+3
"sam","Oceania","c_TextWapp","a_OthService",2,2.6441305E+3
"sam","Oceania","c_TextWapp","a_OthService",3,3.9661958E+3
"sam","Oceania","c_TextWapp","Oceania",1,6.2179822E+2
"sam","Oceania","c_TextWapp","Oceania",2,6.2179803E+2
"sam","Oceania","c_TextWapp","Oceania",3,9.3269704E+2
"sam","Oceania","c_TextWapp","EastAsia",1,4.7345883E+2
"sam","Oceania","c_TextWapp","EastAsia",2,4.7346146E+2
"sam","Oceania","c_TextWapp","EastAsia",3,7.1019219E+2
"sam","Oceania","c_TextWapp","SEAsia",1,1.5598723E+2
"sam","Oceania","c_TextWapp","SEAsia",2,1.5598779E+2
"sam","Oceania","c_TextWapp","SEAsia",3,2.3398168E+2
"sam","Oceania","c_TextWapp","SouthAsia",1,1.4367276E+2
"sam","Oceania","c_TextWapp","SouthAsia",2,1.4367202E+2
"sam","Oceania","c_TextWapp","SouthAsia",3,2.1550803E+2
"sam","Oceania","c_TextWapp","NAmerica",1,1.5350975E+2
"sam","Oceania","c_TextWapp","NAmerica",2,1.5350952E+2
"sam","Oceania","c_TextWapp","NAmerica",3,2.3026428E+2
"sam","Oceania","c_TextWapp","LatinAmer",1,13.770846367
"sam","Oceania","c_TextWapp","LatinAmer",2,13.770849951
"sam","Oceania","c_TextWapp","LatinAmer",3,20.656274929
"sam","Oceania","c_TextWapp","EU_28",1,3.2369693E+2
"sam","Oceania","c_TextWapp","EU_28",2,3.2369643E+2
"sam","Oceania","c_TextWapp","EU_28",3,4.8554464E+2
"sam","Oceania","c_TextWapp","MENA",1,67.693275452
"sam","Oceania","c_TextWapp","MENA",2,67.693301159
"sam","Oceania","c_TextWapp","MENA",3,1.0153995E+2
"sam","Oceania","c_TextWapp","SSA",1,34.231655121
"sam","Oceania","c_TextWapp","SSA",2,34.231587863
"sam","Oceania","c_TextWapp","SSA",3,51.347381799
"sam","Oceania","c_TextWapp","RestofWorld",1,17.368192673
"sam","Oceania","c_TextWapp","RestofWorld",2,17.368272700
"sam","Oceania","c_TextWapp","RestofWorld",3,26.052409051
"sam","Oceania","c_TextWapp","hhd",1,1.0724815E+4
"sam","Oceania","c_TextWapp","hhd",2,1.0724817E+4
"sam","Oceania","c_TextWapp","hhd",3,1.6087225E+4
"sam","Oceania","c_TextWapp","gov",1,0.416387439
"sam","Oceania","c_TextWapp","gov",2,0.416387430
"sam","Oceania","c_TextWapp","gov",3,0.624581146
"sam","Oceania","c_TextWapp","inv",1,6.6428868E+2
"sam","Oceania","c_TextWapp","inv",2,6.6428863E+2
"sam","Oceania","c_TextWapp","inv",3,9.9643295E+2
"sam","Oceania","c_LightMnfc","a_agricultur",1,8.2633330E+2
"sam","Oceania","c_LightMnfc","a_agricultur",2,8.2633378E+2
"sam","Oceania","c_LightMnfc","a_agricultur",3,1.2395007E+3
"sam","Oceania","c_LightMnfc","a_Extraction",1,3.8480319E+3
"sam","Oceania","c_LightMnfc","a_Extraction",2,3.8480323E+3
"sam","Oceania","c_LightMnfc","a_Extraction",3,5.7720484E+3
"sam","Oceania","c_LightMnfc","a_ProcFood",1,3.8508483E+3
"sam","Oceania","c_LightMnfc","a_ProcFood",2,3.8508487E+3
"sam","Oceania","c_LightMnfc","a_ProcFood",3,5.7762731E+3
"sam","Oceania","c_LightMnfc","a_TextWapp",1,3.8817514E+2
"sam","Oceania","c_LightMnfc","a_TextWapp",2,3.8817514E+2
"sam","Oceania","c_LightMnfc","a_TextWapp",3,5.8226271E+2
"sam","Oceania","c_LightMnfc","a_LightMnfc",1,2.3652592E+4
"sam","Oceania","c_LightMnfc","a_LightMnfc",2,2.3652591E+4
"sam","Oceania","c_LightMnfc","a_LightMnfc",3,3.5478887E+4
"sam","Oceania","c_LightMnfc","a_HeavyMnfc",1,7.7746533E+3
"sam","Oceania","c_LightMnfc","a_HeavyMnfc",2,7.7746525E+3
"sam","Oceania","c_LightMnfc","a_HeavyMnfc",3,1.1661979E+4
"sam","Oceania","c_LightMnfc","a_Util_Cons",1,2.8892232E+4
"sam","Oceania","c_LightMnfc","a_Util_Cons",2,2.8892230E+4
"sam","Oceania","c_LightMnfc","a_Util_Cons",3,4.3338345E+4
"sam","Oceania","c_LightMnfc","a_TransComm",1,2.2937779E+4
"sam","Oceania","c_LightMnfc","a_TransComm",2,2.2937781E+4
"sam","Oceania","c_LightMnfc","a_TransComm",3,3.4406672E+4
"sam","Oceania","c_LightMnfc","a_OthService",1,2.5618094E+4
"sam","Oceania","c_LightMnfc","a_OthService",2,2.5618094E+4
"sam","Oceania","c_LightMnfc","a_OthService",3,3.8427141E+4
"sam","Oceania","c_LightMnfc","Oceania",1,3.6230637E+3
"sam","Oceania","c_LightMnfc","Oceania",2,3.6230627E+3
"sam","Oceania","c_LightMnfc","Oceania",3,5.4345940E+3
"sam","Oceania","c_LightMnfc","EastAsia",1,3.9472637E+3
"sam","Oceania","c_LightMnfc","EastAsia",2,3.9472642E+3
"sam","Oceania","c_LightMnfc","EastAsia",3,5.9208962E+3
"sam","Oceania","c_LightMnfc","SEAsia",1,1.6963999E+3
"sam","Oceania","c_LightMnfc","SEAsia",2,1.6964013E+3
"sam","Oceania","c_LightMnfc","SEAsia",3,2.5446019E+3
"sam","Oceania","c_LightMnfc","SouthAsia",1,2.8080426E+2
"sam","Oceania","c_LightMnfc","SouthAsia",2,2.8080459E+2
"sam","Oceania","c_LightMnfc","SouthAsia",3,4.2120688E+2
"sam","Oceania","c_LightMnfc","NAmerica",1,2.5459023E+3
"sam","Oceania","c_LightMnfc","NAmerica",2,2.5459004E+3
"sam","Oceania","c_LightMnfc","NAmerica",3,3.8188506E+3
"sam","Oceania","c_LightMnfc","LatinAmer",1,2.8935999E+2
"sam","Oceania","c_LightMnfc","LatinAmer",2,2.8935980E+2
"sam","Oceania","c_LightMnfc","LatinAmer",3,4.3403970E+2
"sam","Oceania","c_LightMnfc","EU_28",1,2.0206082E+3
"sam","Oceania","c_LightMnfc","EU_28",2,2.0206101E+3
"sam","Oceania","c_LightMnfc","EU_28",3,3.0309152E+3
"sam","Oceania","c_LightMnfc","MENA",1,1.4944119E+3
"sam","Oceania","c_LightMnfc","MENA",2,1.4944125E+3
"sam","Oceania","c_LightMnfc","MENA",3,2.2416187E+3
