Variable,Region,Sector,Qualifier,Year,Value
"pfy","SSA","a_agricultur","SkLab",3,1.499999152
"fcttx","SSA","a_agricultur","SkLab",3,11.899991803
"fctts","SSA","a_agricultur","SkLab",3,0.000000000
"xf","SSA","a_Extraction","SkLab",1,8.3735303E+3
"pf","SSA","a_Extraction","SkLab",1,1.222320265
"pfy","SSA","a_Extraction","SkLab",1,1.000000000
"fcttx","SSA","a_Extraction","SkLab",1,10.533625411
"fctts","SSA","a_Extraction","SkLab",1,0.000000000
"xf","SSA","a_Extraction","SkLab",2,8.3735326E+3
"pf","SSA","a_Extraction","SkLab",2,1.222319574
"pfy","SSA","a_Extraction","SkLab",2,0.999999435
"fcttx","SSA","a_Extraction","SkLab",2,10.533625411
"fctts","SSA","a_Extraction","SkLab",2,0.000000000
"xf","SSA","a_Extraction","SkLab",3,8.3735326E+3
"pf","SSA","a_Extraction","SkLab",3,1.833479361
"pfy","SSA","a_Extraction","SkLab",3,1.499999152
"fcttx","SSA","a_Extraction","SkLab",3,10.533625411
"fctts","SSA","a_Extraction","SkLab",3,0.000000000
"xf","SSA","a_ProcFood","SkLab",1,7.2205391E+3
"pf","SSA","a_ProcFood","SkLab",1,1.192526690
"pfy","SSA","a_ProcFood","SkLab",1,1.000000000
"fcttx","SSA","a_ProcFood","SkLab",1,6.443472421
"fctts","SSA","a_ProcFood","SkLab",1,0.000000000
"xf","SSA","a_ProcFood","SkLab",2,7.2205364E+3
"pf","SSA","a_ProcFood","SkLab",2,1.192526016
"pfy","SSA","a_ProcFood","SkLab",2,0.999999435
"fcttx","SSA","a_ProcFood","SkLab",2,6.443472421
"fctts","SSA","a_ProcFood","SkLab",2,0.000000000
"xf","SSA","a_ProcFood","SkLab",3,7.2205364E+3
"pf","SSA","a_ProcFood","SkLab",3,1.788789023
"pfy","SSA","a_ProcFood","SkLab",3,1.499999152
"fcttx","SSA","a_ProcFood","SkLab",3,6.443472421
"fctts","SSA","a_ProcFood","SkLab",3,0.000000000
"xf","SSA","a_TextWapp","SkLab",1,2.8471736E+3
"pf","SSA","a_TextWapp","SkLab",1,1.203067941
"pfy","SSA","a_TextWapp","SkLab",1,1.000000000
"fcttx","SSA","a_TextWapp","SkLab",1,7.397304074
"fctts","SSA","a_TextWapp","SkLab",1,0.000000000
"xf","SSA","a_TextWapp","SkLab",2,2.8471734E+3
"pf","SSA","a_TextWapp","SkLab",2,1.203067261
"pfy","SSA","a_TextWapp","SkLab",2,0.999999435
"fcttx","SSA","a_TextWapp","SkLab",2,7.397304074
"fctts","SSA","a_TextWapp","SkLab",2,0.000000000
"xf","SSA","a_TextWapp","SkLab",3,2.8471734E+3
"pf","SSA","a_TextWapp","SkLab",3,1.804600891
"pfy","SSA","a_TextWapp","SkLab",3,1.499999152
"fcttx","SSA","a_TextWapp","SkLab",3,7.397304074
"fctts","SSA","a_TextWapp","SkLab",3,0.000000000
"xf","SSA","a_LightMnfc","SkLab",1,8.7299512E+3
"pf","SSA","a_LightMnfc","SkLab",1,1.209996006
"pfy","SSA","a_LightMnfc","SkLab",1,1.000000000
"fcttx","SSA","a_LightMnfc","SkLab",1,6.837616162
"fctts","SSA","a_LightMnfc","SkLab",1,0.000000000
"xf","SSA","a_LightMnfc","SkLab",2,8.7299676E+3
"pf","SSA","a_LightMnfc","SkLab",2,1.209995322
"pfy","SSA","a_LightMnfc","SkLab",2,0.999999435
"fcttx","SSA","a_LightMnfc","SkLab",2,6.837616162
"fctts","SSA","a_LightMnfc","SkLab",2,0.000000000
"xf","SSA","a_LightMnfc","SkLab",3,8.7299676E+3
"pf","SSA","a_LightMnfc","SkLab",3,1.814992984
"pfy","SSA","a_LightMnfc","SkLab",3,1.499999152
"fcttx","SSA","a_LightMnfc","SkLab",3,6.837616162
"fctts","SSA","a_LightMnfc","SkLab",3,0.000000000
"xf","SSA","a_HeavyMnfc","SkLab",1,1.0571506E+4
"pf","SSA","a_HeavyMnfc","SkLab",1,1.215459046
"pfy","SSA","a_HeavyMnfc","SkLab",1,1.000000000
"fcttx","SSA","a_HeavyMnfc","SkLab",1,4.637079337
"fctts","SSA","a_HeavyMnfc","SkLab",1,0.000000000
"xf","SSA","a_HeavyMnfc","SkLab",2,1.0571526E+4
"pf","SSA","a_HeavyMnfc","SkLab",2,1.215458358
"pfy","SSA","a_HeavyMnfc","SkLab",2,0.999999435
"fcttx","SSA","a_HeavyMnfc","SkLab",2,4.637079337
"fctts","SSA","a_HeavyMnfc","SkLab",2,0.000000000
"xf","SSA","a_HeavyMnfc","SkLab",3,1.0571526E+4
"pf","SSA","a_HeavyMnfc","SkLab",3,1.823187538
"pfy","SSA","a_HeavyMnfc","SkLab",3,1.499999152
"fcttx","SSA","a_HeavyMnfc","SkLab",3,4.637079337
"fctts","SSA","a_HeavyMnfc","SkLab",3,0.000000000
"xf","SSA","a_Util_Cons","SkLab",1,9.3528584E+3
"pf","SSA","a_Util_Cons","SkLab",1,1.162321387
"pfy","SSA","a_Util_Cons","SkLab",1,1.000000000
"fcttx","SSA","a_Util_Cons","SkLab",1,4.814977310
"fctts","SSA","a_Util_Cons","SkLab",1,0.000000000
"xf","SSA","a_Util_Cons","SkLab",2,9.3529060E+3
"pf","SSA","a_Util_Cons","SkLab",2,1.162320730
"pfy","SSA","a_Util_Cons","SkLab",2,0.999999435
"fcttx","SSA","a_Util_Cons","SkLab",2,4.814977310
"fctts","SSA","a_Util_Cons","SkLab",2,0.000000000
"xf","SSA","a_Util_Cons","SkLab",3,9.3529060E+3
"pf","SSA","a_Util_Cons","SkLab",3,1.743481094
"pfy","SSA","a_Util_Cons","SkLab",3,1.499999152
"fcttx","SSA","a_Util_Cons","SkLab",3,4.814977310
"fctts","SSA","a_Util_Cons","SkLab",3,0.000000000
"xf","SSA","a_TransComm","SkLab",1,5.2448414E+4
"pf","SSA","a_TransComm","SkLab",1,1.190936571
"pfy","SSA","a_TransComm","SkLab",1,1.000000000
"fcttx","SSA","a_TransComm","SkLab",1,9.831524547
"fctts","SSA","a_TransComm","SkLab",1,0.000000000
"xf","SSA","a_TransComm","SkLab",2,5.2448445E+4
"pf","SSA","a_TransComm","SkLab",2,1.190935897
"pfy","SSA","a_TransComm","SkLab",2,0.999999435
"fcttx","SSA","a_TransComm","SkLab",2,9.831524547
"fctts","SSA","a_TransComm","SkLab",2,0.000000000
"xf","SSA","a_TransComm","SkLab",3,5.2448445E+4
"pf","SSA","a_TransComm","SkLab",3,1.786403846
"pfy","SSA","a_TransComm","SkLab",3,1.499999152
"fcttx","SSA","a_TransComm","SkLab",3,9.831524547
"fctts","SSA","a_TransComm","SkLab",3,0.000000000
"xf","SSA","a_OthService","SkLab",1,1.2520512E+5
"pf","SSA","a_OthService","SkLab",1,1.214335227
"pfy","SSA","a_OthService","SkLab",1,1.000000000
"fcttx","SSA","a_OthService","SkLab",1,6.806275405
"fctts","SSA","a_OthService","SkLab",1,0.000000000
"xf","SSA","a_OthService","SkLab",2,1.2520501E+5
"pf","SSA","a_OthService","SkLab",2,1.214334540
"pfy","SSA","a_OthService","SkLab",2,0.999999435
"fcttx","SSA","a_OthService","SkLab",2,6.806275405
"fctts","SSA","a_OthService","SkLab",2,0.000000000
"xf","SSA","a_OthService","SkLab",3,1.2520501E+5
"pf","SSA","a_OthService","SkLab",3,1.821501810
"pfy","SSA","a_OthService","SkLab",3,1.499999152
"fcttx","SSA","a_OthService","SkLab",3,6.806275405
"fctts","SSA","a_OthService","SkLab",3,0.000000000
"xf","SSA","a_agricultur","Capital",1,4.6171742E+4
"pf","SSA","a_agricultur","Capital",1,1.067944612
"pfy","SSA","a_agricultur","Capital",1,1.000000000
"fcttx","SSA","a_agricultur","Capital",1,1.423893033
"fctts","SSA","a_agricultur","Capital",1,0.000000000
"xf","SSA","a_agricultur","Capital",2,4.6171704E+4
"pf","SSA","a_agricultur","Capital",2,1.067944651
"pfy","SSA","a_agricultur","Capital",2,1.000000037
"fcttx","SSA","a_agricultur","Capital",2,1.423893033
"fctts","SSA","a_agricultur","Capital",2,0.000000000
"xf","SSA","a_agricultur","Capital",3,4.6171704E+4
"pf","SSA","a_agricultur","Capital",3,1.601916977
"pfy","SSA","a_agricultur","Capital",3,1.500000055
"fcttx","SSA","a_agricultur","Capital",3,1.423893033
"fctts","SSA","a_agricultur","Capital",3,0.000000000
"xf","SSA","a_Extraction","Capital",1,1.0080439E+5
"pf","SSA","a_Extraction","Capital",1,1.062900519
"pfy","SSA","a_Extraction","Capital",1,1.000000000
"fcttx","SSA","a_Extraction","Capital",1,1.683983415
"fctts","SSA","a_Extraction","Capital",1,0.000000000
"xf","SSA","a_Extraction","Capital",2,1.0080441E+5
"pf","SSA","a_Extraction","Capital",2,1.062900558
"pfy","SSA","a_Extraction","Capital",2,1.000000037
"fcttx","SSA","a_Extraction","Capital",2,1.683983415
"fctts","SSA","a_Extraction","Capital",2,0.000000000
"xf","SSA","a_Extraction","Capital",3,1.0080441E+5
"pf","SSA","a_Extraction","Capital",3,1.594350837
"pfy","SSA","a_Extraction","Capital",3,1.500000055
"fcttx","SSA","a_Extraction","Capital",3,1.683983415
"fctts","SSA","a_Extraction","Capital",3,0.000000000
"xf","SSA","a_ProcFood","Capital",1,2.2256100E+4
"pf","SSA","a_ProcFood","Capital",1,1.070124561
"pfy","SSA","a_ProcFood","Capital",1,1.000000000
"fcttx","SSA","a_ProcFood","Capital",1,1.547579870
"fctts","SSA","a_ProcFood","Capital",1,0.000000000
"xf","SSA","a_ProcFood","Capital",2,2.2256076E+4
"pf","SSA","a_ProcFood","Capital",2,1.070124601
"pfy","SSA","a_ProcFood","Capital",2,1.000000037
"fcttx","SSA","a_ProcFood","Capital",2,1.547579870
"fctts","SSA","a_ProcFood","Capital",2,0.000000000
"xf","SSA","a_ProcFood","Capital",3,2.2256076E+4
"pf","SSA","a_ProcFood","Capital",3,1.605186901
"pfy","SSA","a_ProcFood","Capital",3,1.500000055
"fcttx","SSA","a_ProcFood","Capital",3,1.547579870
"fctts","SSA","a_ProcFood","Capital",3,0.000000000
"xf","SSA","a_TextWapp","Capital",1,4.4336958E+3
"pf","SSA","a_TextWapp","Capital",1,1.064401601
"pfy","SSA","a_TextWapp","Capital",1,1.000000000
"fcttx","SSA","a_TextWapp","Capital",1,1.455262908
"fctts","SSA","a_TextWapp","Capital",1,0.000000000
"xf","SSA","a_TextWapp","Capital",2,4.4336921E+3
"pf","SSA","a_TextWapp","Capital",2,1.064401641
"pfy","SSA","a_TextWapp","Capital",2,1.000000037
"fcttx","SSA","a_TextWapp","Capital",2,1.455262908
"fctts","SSA","a_TextWapp","Capital",2,0.000000000
"xf","SSA","a_TextWapp","Capital",3,4.4336921E+3
"pf","SSA","a_TextWapp","Capital",3,1.596602461
"pfy","SSA","a_TextWapp","Capital",3,1.500000055
"fcttx","SSA","a_TextWapp","Capital",3,1.455262908
"fctts","SSA","a_TextWapp","Capital",3,0.000000000
"xf","SSA","a_LightMnfc","Capital",1,2.3817561E+4
"pf","SSA","a_LightMnfc","Capital",1,1.081258978
"pfy","SSA","a_LightMnfc","Capital",1,1.000000000
"fcttx","SSA","a_LightMnfc","Capital",1,1.638798830
"fctts","SSA","a_LightMnfc","Capital",1,0.000000000
"xf","SSA","a_LightMnfc","Capital",2,2.3817587E+4
"pf","SSA","a_LightMnfc","Capital",2,1.081259018
"pfy","SSA","a_LightMnfc","Capital",2,1.000000037
"fcttx","SSA","a_LightMnfc","Capital",2,1.638798830
"fctts","SSA","a_LightMnfc","Capital",2,0.000000000
"xf","SSA","a_LightMnfc","Capital",3,2.3817587E+4
"pf","SSA","a_LightMnfc","Capital",3,1.621888527
"pfy","SSA","a_LightMnfc","Capital",3,1.500000055
"fcttx","SSA","a_LightMnfc","Capital",3,1.638798830
"fctts","SSA","a_LightMnfc","Capital",3,0.000000000
"xf","SSA","a_HeavyMnfc","Capital",1,4.2012125E+4
"pf","SSA","a_HeavyMnfc","Capital",1,1.089544183
"pfy","SSA","a_HeavyMnfc","Capital",1,1.000000000
"fcttx","SSA","a_HeavyMnfc","Capital",1,1.677097626
"fctts","SSA","a_HeavyMnfc","Capital",1,0.000000000
"xf","SSA","a_HeavyMnfc","Capital",2,4.2012173E+4
"pf","SSA","a_HeavyMnfc","Capital",2,1.089544223
"pfy","SSA","a_HeavyMnfc","Capital",2,1.000000037
"fcttx","SSA","a_HeavyMnfc","Capital",2,1.677097626
"fctts","SSA","a_HeavyMnfc","Capital",2,0.000000000
"xf","SSA","a_HeavyMnfc","Capital",3,4.2012173E+4
"pf","SSA","a_HeavyMnfc","Capital",3,1.634316335
"pfy","SSA","a_HeavyMnfc","Capital",3,1.500000055
"fcttx","SSA","a_HeavyMnfc","Capital",3,1.677097626
"fctts","SSA","a_HeavyMnfc","Capital",3,0.000000000
"xf","SSA","a_Util_Cons","Capital",1,4.9551984E+4
"pf","SSA","a_Util_Cons","Capital",1,1.068325578
"pfy","SSA","a_Util_Cons","Capital",1,1.000000000
"fcttx","SSA","a_Util_Cons","Capital",1,1.591627651
"fctts","SSA","a_Util_Cons","Capital",1,0.000000000
"xf","SSA","a_Util_Cons","Capital",2,4.9552196E+4
"pf","SSA","a_Util_Cons","Capital",2,1.068325617
"pfy","SSA","a_Util_Cons","Capital",2,1.000000037
"fcttx","SSA","a_Util_Cons","Capital",2,1.591627651
"fctts","SSA","a_Util_Cons","Capital",2,0.000000000
"xf","SSA","a_Util_Cons","Capital",3,4.9552196E+4
"pf","SSA","a_Util_Cons","Capital",3,1.602488426
"pfy","SSA","a_Util_Cons","Capital",3,1.500000055
"fcttx","SSA","a_Util_Cons","Capital",3,1.591627651
"fctts","SSA","a_Util_Cons","Capital",3,0.000000000
"xf","SSA","a_TransComm","Capital",1,8.9293727E+4
"pf","SSA","a_TransComm","Capital",1,1.081744789
"pfy","SSA","a_TransComm","Capital",1,1.000000000
"fcttx","SSA","a_TransComm","Capital",1,1.499534087
"fctts","SSA","a_TransComm","Capital",1,0.000000000
"xf","SSA","a_TransComm","Capital",2,8.9293691E+4
"pf","SSA","a_TransComm","Capital",2,1.081744829
"pfy","SSA","a_TransComm","Capital",2,1.000000037
"fcttx","SSA","a_TransComm","Capital",2,1.499534087
"fctts","SSA","a_TransComm","Capital",2,0.000000000
"xf","SSA","a_TransComm","Capital",3,8.9293691E+4
"pf","SSA","a_TransComm","Capital",3,1.622617244
"pfy","SSA","a_TransComm","Capital",3,1.500000055
"fcttx","SSA","a_TransComm","Capital",3,1.499534087
"fctts","SSA","a_TransComm","Capital",3,0.000000000
"xf","SSA","a_OthService","Capital",1,1.2555203E+5
"pf","SSA","a_OthService","Capital",1,1.088471164
"pfy","SSA","a_OthService","Capital",1,1.000000000
"fcttx","SSA","a_OthService","Capital",1,1.587782157
"fctts","SSA","a_OthService","Capital",1,0.000000000
"xf","SSA","a_OthService","Capital",2,1.2555183E+5
"pf","SSA","a_OthService","Capital",2,1.088471204
"pfy","SSA","a_OthService","Capital",2,1.000000037
"fcttx","SSA","a_OthService","Capital",2,1.587782157
"fctts","SSA","a_OthService","Capital",2,0.000000000
"xf","SSA","a_OthService","Capital",3,1.2555183E+5
"pf","SSA","a_OthService","Capital",3,1.632706807
"pfy","SSA","a_OthService","Capital",3,1.500000055
"fcttx","SSA","a_OthService","Capital",3,1.587782157
"fctts","SSA","a_OthService","Capital",3,0.000000000
"xf","SSA","a_Extraction","NatRes",1,6.1136973E+4
"pf","SSA","a_Extraction","NatRes",1,1.061874448
"pfy","SSA","a_Extraction","NatRes",1,1.000000000
"fcttx","SSA","a_Extraction","NatRes",1,1.753124920
"fctts","SSA","a_Extraction","NatRes",1,0.000000000
"xf","SSA","a_Extraction","NatRes",2,6.1136973E+4
"pf","SSA","a_Extraction","NatRes",2,1.061875311
"pfy","SSA","a_Extraction","NatRes",2,1.000000813
"fcttx","SSA","a_Extraction","NatRes",2,1.753124920
"fctts","SSA","a_Extraction","NatRes",2,0.000000000
"xf","SSA","a_Extraction","NatRes",3,6.1136973E+4
"pf","SSA","a_Extraction","NatRes",3,1.592812967
"pfy","SSA","a_Extraction","NatRes",3,1.500001220
"fcttx","SSA","a_Extraction","NatRes",3,1.753124920
"fctts","SSA","a_Extraction","NatRes",3,0.000000000
"xf","RestofWorld","a_agricultur","Land",1,2.8383193E+4
"pf","RestofWorld","a_agricultur","Land",1,1.061324597
"pfy","RestofWorld","a_agricultur","Land",1,1.000000000
"fcttx","RestofWorld","a_agricultur","Land",1,-3.000082472
"fctts","RestofWorld","a_agricultur","Land",1,0.000000000
"xf","RestofWorld","a_agricultur","Land",2,2.8383193E+4
"pf","RestofWorld","a_agricultur","Land",2,1.061324739
"pfy","RestofWorld","a_agricultur","Land",2,1.000000134
"fcttx","RestofWorld","a_agricultur","Land",2,-3.000082472
"fctts","RestofWorld","a_agricultur","Land",2,0.000000000
"xf","RestofWorld","a_agricultur","Land",3,2.8383193E+4
"pf","RestofWorld","a_agricultur","Land",3,1.591987109
"pfy","RestofWorld","a_agricultur","Land",3,1.500000201
"fcttx","RestofWorld","a_agricultur","Land",3,-3.000082472
"fctts","RestofWorld","a_agricultur","Land",3,0.000000000
"xf","RestofWorld","a_agricultur","UnSkLab",1,3.9709605E+4
"pf","RestofWorld","a_agricultur","UnSkLab",1,1.282298964
"pfy","RestofWorld","a_agricultur","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_agricultur","UnSkLab",1,22.438052217
"fctts","RestofWorld","a_agricultur","UnSkLab",1,0.000000000
"xf","RestofWorld","a_agricultur","UnSkLab",2,3.9709607E+4
"pf","RestofWorld","a_agricultur","UnSkLab",2,1.282298993
"pfy","RestofWorld","a_agricultur","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_agricultur","UnSkLab",2,22.438052217
"fctts","RestofWorld","a_agricultur","UnSkLab",2,0.000000000
"xf","RestofWorld","a_agricultur","UnSkLab",3,3.9709607E+4
"pf","RestofWorld","a_agricultur","UnSkLab",3,1.923448490
"pfy","RestofWorld","a_agricultur","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_agricultur","UnSkLab",3,22.438052217
"fctts","RestofWorld","a_agricultur","UnSkLab",3,0.000000000
"xf","RestofWorld","a_Extraction","UnSkLab",1,2.3861340E+4
"pf","RestofWorld","a_Extraction","UnSkLab",1,1.265043170
"pfy","RestofWorld","a_Extraction","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_Extraction","UnSkLab",1,23.018471644
"fctts","RestofWorld","a_Extraction","UnSkLab",1,0.000000000
"xf","RestofWorld","a_Extraction","UnSkLab",2,2.3861343E+4
"pf","RestofWorld","a_Extraction","UnSkLab",2,1.265043200
"pfy","RestofWorld","a_Extraction","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_Extraction","UnSkLab",2,23.018471644
"fctts","RestofWorld","a_Extraction","UnSkLab",2,0.000000000
"xf","RestofWorld","a_Extraction","UnSkLab",3,2.3861343E+4
"pf","RestofWorld","a_Extraction","UnSkLab",3,1.897564799
"pfy","RestofWorld","a_Extraction","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_Extraction","UnSkLab",3,23.018471644
"fctts","RestofWorld","a_Extraction","UnSkLab",3,0.000000000
"xf","RestofWorld","a_ProcFood","UnSkLab",1,1.3718509E+4
"pf","RestofWorld","a_ProcFood","UnSkLab",1,1.278347505
"pfy","RestofWorld","a_ProcFood","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_ProcFood","UnSkLab",1,24.445539598
"fctts","RestofWorld","a_ProcFood","UnSkLab",1,0.000000000
"xf","RestofWorld","a_ProcFood","UnSkLab",2,1.3718509E+4
"pf","RestofWorld","a_ProcFood","UnSkLab",2,1.278347535
"pfy","RestofWorld","a_ProcFood","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_ProcFood","UnSkLab",2,24.445539598
"fctts","RestofWorld","a_ProcFood","UnSkLab",2,0.000000000
"xf","RestofWorld","a_ProcFood","UnSkLab",3,1.3718509E+4
"pf","RestofWorld","a_ProcFood","UnSkLab",3,1.917521302
"pfy","RestofWorld","a_ProcFood","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_ProcFood","UnSkLab",3,24.445539598
"fctts","RestofWorld","a_ProcFood","UnSkLab",3,0.000000000
"xf","RestofWorld","a_TextWapp","UnSkLab",1,3.1506199E+3
"pf","RestofWorld","a_TextWapp","UnSkLab",1,1.266439772
"pfy","RestofWorld","a_TextWapp","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_TextWapp","UnSkLab",1,24.955884138
"fctts","RestofWorld","a_TextWapp","UnSkLab",1,0.000000000
"xf","RestofWorld","a_TextWapp","UnSkLab",2,3.1506191E+3
"pf","RestofWorld","a_TextWapp","UnSkLab",2,1.266439801
"pfy","RestofWorld","a_TextWapp","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_TextWapp","UnSkLab",2,24.955884138
"fctts","RestofWorld","a_TextWapp","UnSkLab",2,0.000000000
"xf","RestofWorld","a_TextWapp","UnSkLab",3,3.1506191E+3
"pf","RestofWorld","a_TextWapp","UnSkLab",3,1.899659702
"pfy","RestofWorld","a_TextWapp","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_TextWapp","UnSkLab",3,24.955884138
"fctts","RestofWorld","a_TextWapp","UnSkLab",3,0.000000000
"xf","RestofWorld","a_LightMnfc","UnSkLab",1,2.9674432E+4
"pf","RestofWorld","a_LightMnfc","UnSkLab",1,1.293126468
"pfy","RestofWorld","a_LightMnfc","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_LightMnfc","UnSkLab",1,25.548374881
"fctts","RestofWorld","a_LightMnfc","UnSkLab",1,0.000000000
"xf","RestofWorld","a_LightMnfc","UnSkLab",2,2.9674430E+4
"pf","RestofWorld","a_LightMnfc","UnSkLab",2,1.293126498
"pfy","RestofWorld","a_LightMnfc","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_LightMnfc","UnSkLab",2,25.548374881
"fctts","RestofWorld","a_LightMnfc","UnSkLab",2,0.000000000
"xf","RestofWorld","a_LightMnfc","UnSkLab",3,2.9674430E+4
"pf","RestofWorld","a_LightMnfc","UnSkLab",3,1.939689747
"pfy","RestofWorld","a_LightMnfc","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_LightMnfc","UnSkLab",3,25.548374881
"fctts","RestofWorld","a_LightMnfc","UnSkLab",3,0.000000000
"xf","RestofWorld","a_HeavyMnfc","UnSkLab",1,5.9301789E+4
"pf","RestofWorld","a_HeavyMnfc","UnSkLab",1,1.274279773
"pfy","RestofWorld","a_HeavyMnfc","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_HeavyMnfc","UnSkLab",1,25.056187152
"fctts","RestofWorld","a_HeavyMnfc","UnSkLab",1,0.000000000
"xf","RestofWorld","a_HeavyMnfc","UnSkLab",2,5.9301782E+4
"pf","RestofWorld","a_HeavyMnfc","UnSkLab",2,1.274279803
"pfy","RestofWorld","a_HeavyMnfc","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_HeavyMnfc","UnSkLab",2,25.056187152
"fctts","RestofWorld","a_HeavyMnfc","UnSkLab",2,0.000000000
"xf","RestofWorld","a_HeavyMnfc","UnSkLab",3,5.9301782E+4
"pf","RestofWorld","a_HeavyMnfc","UnSkLab",3,1.911419704
"pfy","RestofWorld","a_HeavyMnfc","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_HeavyMnfc","UnSkLab",3,25.056187152
"fctts","RestofWorld","a_HeavyMnfc","UnSkLab",3,0.000000000
"xf","RestofWorld","a_Util_Cons","UnSkLab",1,8.4751625E+4
"pf","RestofWorld","a_Util_Cons","UnSkLab",1,1.286152054
"pfy","RestofWorld","a_Util_Cons","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_Util_Cons","UnSkLab",1,25.446371586
"fctts","RestofWorld","a_Util_Cons","UnSkLab",1,0.000000000
"xf","RestofWorld","a_Util_Cons","UnSkLab",2,8.4751627E+4
"pf","RestofWorld","a_Util_Cons","UnSkLab",2,1.286152084
"pfy","RestofWorld","a_Util_Cons","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_Util_Cons","UnSkLab",2,25.446371586
"fctts","RestofWorld","a_Util_Cons","UnSkLab",2,0.000000000
"xf","RestofWorld","a_Util_Cons","UnSkLab",3,8.4751627E+4
"pf","RestofWorld","a_Util_Cons","UnSkLab",3,1.929228126
"pfy","RestofWorld","a_Util_Cons","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_Util_Cons","UnSkLab",3,25.446371586
"fctts","RestofWorld","a_Util_Cons","UnSkLab",3,0.000000000
"xf","RestofWorld","a_TransComm","UnSkLab",1,1.1045762E+5
"pf","RestofWorld","a_TransComm","UnSkLab",1,1.279379004
"pfy","RestofWorld","a_TransComm","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_TransComm","UnSkLab",1,24.305147840
"fctts","RestofWorld","a_TransComm","UnSkLab",1,0.000000000
"xf","RestofWorld","a_TransComm","UnSkLab",2,1.1045762E+5
"pf","RestofWorld","a_TransComm","UnSkLab",2,1.279379034
"pfy","RestofWorld","a_TransComm","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_TransComm","UnSkLab",2,24.305147840
"fctts","RestofWorld","a_TransComm","UnSkLab",2,0.000000000
"xf","RestofWorld","a_TransComm","UnSkLab",3,1.1045762E+5
"pf","RestofWorld","a_TransComm","UnSkLab",3,1.919068550
"pfy","RestofWorld","a_TransComm","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_TransComm","UnSkLab",3,24.305147840
"fctts","RestofWorld","a_TransComm","UnSkLab",3,0.000000000
"xf","RestofWorld","a_OthService","UnSkLab",1,1.0177916E+5
"pf","RestofWorld","a_OthService","UnSkLab",1,1.301412303
"pfy","RestofWorld","a_OthService","UnSkLab",1,1.000000000
"fcttx","RestofWorld","a_OthService","UnSkLab",1,25.744223405
"fctts","RestofWorld","a_OthService","UnSkLab",1,0.000000000
"xf","RestofWorld","a_OthService","UnSkLab",2,1.0177916E+5
"pf","RestofWorld","a_OthService","UnSkLab",2,1.301412333
"pfy","RestofWorld","a_OthService","UnSkLab",2,1.000000023
"fcttx","RestofWorld","a_OthService","UnSkLab",2,25.744223405
"fctts","RestofWorld","a_OthService","UnSkLab",2,0.000000000
"xf","RestofWorld","a_OthService","UnSkLab",3,1.0177916E+5
"pf","RestofWorld","a_OthService","UnSkLab",3,1.952118499
"pfy","RestofWorld","a_OthService","UnSkLab",3,1.500000035
"fcttx","RestofWorld","a_OthService","UnSkLab",3,25.744223405
"fctts","RestofWorld","a_OthService","UnSkLab",3,0.000000000
"xf","RestofWorld","a_agricultur","SkLab",1,4.0672585E+3
"pf","RestofWorld","a_agricultur","SkLab",1,1.295379793
"pfy","RestofWorld","a_agricultur","SkLab",1,1.000000000
"fcttx","RestofWorld","a_agricultur","SkLab",1,22.027492766
"fctts","RestofWorld","a_agricultur","SkLab",1,0.000000000
"xf","RestofWorld","a_agricultur","SkLab",2,4.0672587E+3
"pf","RestofWorld","a_agricultur","SkLab",2,1.295379824
"pfy","RestofWorld","a_agricultur","SkLab",2,1.000000024
"fcttx","RestofWorld","a_agricultur","SkLab",2,22.027492766
"fctts","RestofWorld","a_agricultur","SkLab",2,0.000000000
"xf","RestofWorld","a_agricultur","SkLab",3,4.0672587E+3
"pf","RestofWorld","a_agricultur","SkLab",3,1.943069736
"pfy","RestofWorld","a_agricultur","SkLab",3,1.500000036
"fcttx","RestofWorld","a_agricultur","SkLab",3,22.027492766
"fctts","RestofWorld","a_agricultur","SkLab",3,0.000000000
"xf","RestofWorld","a_Extraction","SkLab",1,1.4822284E+4
"pf","RestofWorld","a_Extraction","SkLab",1,1.350625401
